STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
17,085,020500,2995,+42.334432,-090.004542
17,087,977600,4332,+37.526302,-088.841582
17,087,977700,3067,+37.533708,-088.975772
17,087,977800,3462,+37.391783,-088.905270
17,087,980000,2447,+37.401800,-088.773209
17,089,850101,6608,+42.141558,-088.258608
17,089,850103,6034,+42.118903,-088.331856
17,089,850105,6895,+42.136721,-088.327842
17,089,850106,7801,+42.134753,-088.304153
17,089,850201,4156,+42.126164,-088.252319
17,089,850202,6823,+42.113348,-088.248042
17,089,850301,7667,+42.131104,-088.265343
17,089,850302,4788,+42.114836,-088.273352
17,089,850400,2553,+42.101760,-088.267516
17,089,850500,3954,+42.091568,-088.277750
17,089,850600,7443,+42.088121,-088.312766
17,089,850703,2128,+42.032537,-088.531056
17,089,850704,4916,+42.143706,-088.453969
17,089,850705,9050,+42.097167,-088.509046
17,089,850706,1922,+42.135803,-088.499901
17,089,850707,8375,+42.100740,-088.391000
17,089,850708,4473,+42.081294,-088.368132
17,089,850709,3862,+42.000872,-088.405582
17,089,850710,7261,+42.082457,-088.434925
17,089,850711,4808,+42.037335,-088.393816
17,089,850800,6968,+42.053171,-088.272575
17,089,851000,6693,+42.058166,-088.302731
17,089,851101,4377,+42.034110,-088.301575
17,089,851102,3710,+42.041683,-088.300122
17,089,851301,3843,+42.036934,-088.273060
17,089,851302,3203,+42.045731,-088.277107
17,089,851400,6806,+42.027937,-088.268197
17,089,851500,1049,+42.025262,-088.276027
17,089,851600,6623,+42.027680,-088.289356
17,089,851801,8379,+41.993646,-088.297032
17,089,851904,7754,+42.036351,-088.330777
17,089,851907,7921,+41.997732,-088.327689
17,089,851908,5121,+42.015776,-088.326794
17,089,851909,4367,+42.047108,-088.325667
17,089,851910,3927,+42.058006,-088.328832
17,089,851911,5317,+42.030255,-088.364314
17,089,851912,3358,+41.993043,-088.353644
17,089,851913,5668,+42.014465,-088.355408
17,089,852001,4492,+41.961969,-088.296468
17,089,852002,6722,+41.906526,-088.289972
17,089,852004,2911,+41.932453,-088.270793
17,089,852005,4902,+41.925864,-088.295742
17,089,852101,7015,+41.967705,-088.355713
17,089,852103,6526,+41.947533,-088.328375
17,089,852104,2986,+41.982643,-088.306356
17,089,852201,4832,+41.902933,-088.320926
17,089,852203,4997,+41.911802,-088.337213
17,089,852204,4467,+41.911352,-088.358343
17,089,852300,2052,+41.911224,-088.310777
17,089,852403,5111,+41.851766,-088.543814
17,089,852404,2545,+41.949735,-088.389146
17,089,852405,3112,+41.945122,-088.441384
17,089,852406,2874,+41.966491,-088.420470
17,089,852407,3513,+41.925590,-088.393016
17,089,852408,4754,+41.913836,-088.441432
17,089,852500,6500,+41.888320,-088.289574
17,089,852606,4584,+41.869411,-088.324791
17,089,852607,3611,+41.891105,-088.332202
17,089,852608,3703,+41.889829,-088.314929
17,089,852700,7086,+41.853969,-088.320111
17,089,852803,4992,+41.850408,-088.290860
17,089,852805,5552,+41.821476,-088.309163
17,089,852806,6814,+41.826650,-088.284920
17,089,852807,3897,+41.827157,-088.357022
17,089,852808,7022,+41.830990,-088.327508
17,089,852903,5193,+41.789502,-088.272632
17,089,852904,2079,+41.762782,-088.275344
17,089,852905,4684,+41.777251,-088.322299
17,089,852906,5176,+41.797029,-088.299691
17,089,852907,4930,+41.778630,-088.292145
17,089,853001,3586,+41.798607,-088.361963
17,089,853004,3228,+41.805302,-088.337832
17,089,853005,5521,+41.771979,-088.366285
17,089,853006,3343,+41.771168,-088.354606
17,089,853007,5574,+41.775405,-088.343301
17,089,853008,4122,+41.786257,-088.338696
17,089,853100,2793,+41.766058,-088.338794
17,089,853200,6044,+41.765920,-088.321278
17,089,853300,3745,+41.771789,-088.299727
17,089,853401,2189,+41.759885,-088.293826
17,089,853402,4527,+41.759762,-088.301220
17,089,853500,4530,+41.761412,-088.286648
17,089,853601,3002,+41.753031,-088.306319
17,089,853602,3478,+41.752201,-088.293148
17,089,853900,5744,+41.757884,-088.343644
17,089,854001,4099,+41.753407,-088.361002
17,089,854002,5676,+41.733121,-088.342021
17,089,854100,4117,+41.742838,-088.319092
17,089,854200,4700,+41.744864,-088.315555
17,089,854301,5371,+41.746696,-088.302333
17,089,854302,3970,+41.738921,-088.304127
17,089,854401,2727,+41.730122,-088.306515
17,089,854402,3726,+41.743317,-088.272277
17,089,854403,6710,+41.737815,-088.277388
17,089,854504,7941,+41.787180,-088.427287
17,089,854505,7821,+41.867395,-088.386347
17,089,854506,3887,+41.820406,-088.412330
17,089,854507,5722,+41.879552,-088.458650
17,089,854508,5861,+41.737325,-088.398227
17,089,854509,6781,+41.764169,-088.417087
17,089,854600,3976,+42.039939,-088.282743
17,089,854700,2345,+41.754002,-088.323371
17,089,854800,7998,+41.876338,-088.353394
17,089,854900,5433,+42.013674,-088.305609
17,091,010100,2450,+41.246792,-087.670454
17,091,010201,2101,+41.250696,-087.894249
17,091,010203,4597,+41.242286,-087.839833
17,091,010204,5261,+41.253394,-087.828212
17,091,010300,3671,+41.139470,-088.147760
17,091,010400,5011,+41.134399,-087.943837
17,091,010500,6718,+41.157666,-087.900147
17,091,010601,5529,+41.180668,-087.887254
17,091,010602,6137,+41.179214,-087.867844
17,091,010701,4648,+41.170668,-087.832332
17,091,010702,6860,+41.150174,-087.848135
17,091,010800,3624,+41.152064,-087.694054
17,091,010900,4294,+41.185266,-087.614541
17,091,011000,1847,+41.070842,-087.600422
17,091,011100,1873,+41.032990,-087.719374
17,091,011200,2024,+41.090289,-087.765861
17,091,011300,2091,+41.088770,-087.810168
17,091,011400,1623,+41.119365,-087.825083
17,091,011500,1987,+41.122172,-087.841559
17,091,011600,1589,+41.125976,-087.856157
17,091,011700,3151,+41.128514,-087.874064
17,091,011800,2653,+41.139492,-087.873651
17,091,011900,1317,+41.145651,-087.868851
17,091,012000,4927,+41.159316,-087.876289
17,091,012100,3352,+41.119400,-087.887277
17,091,012200,3215,+41.109675,-087.880391
17,091,012300,4080,+41.116726,-087.859981
17,091,012400,4548,+41.109293,-087.848475
17,091,012500,2103,+41.097791,-087.870069
17,091,012600,4221,+41.047768,-087.982724
17,093,890103,5506,+41.704279,-088.306550
17,093,890104,6050,+41.715808,-088.269223
17,093,890105,9032,+41.681399,-088.278431
17,093,890106,4966,+41.672951,-088.351509
17,093,890107,4869,+41.685032,-088.326364
17,093,890108,5473,+41.654619,-088.365187
17,093,890201,4416,+41.716958,-088.327518
17,093,890202,3089,+41.713273,-088.337726
17,093,890301,6159,+41.695849,-088.361842
17,093,890302,6091,+41.701800,-088.337291
17,093,890401,6290,+41.664288,-088.459246
17,093,890402,9883,+41.668809,-088.418870
17,093,890403,5970,+41.702109,-088.388884
17,093,890404,9887,+41.714424,-088.408150
17,093,890501,9398,+41.660615,-088.514105
17,093,890502,4638,+41.671441,-088.546826
17,093,890601,4513,+41.632472,-088.454370
17,093,890602,5700,+41.605415,-088.467644
17,093,890701,5364,+41.556539,-088.264177
17,093,890702,5527,+41.576451,-088.294713
17,093,890703,9048,+41.523728,-088.340221
17,095,000100,3011,+41.081812,-090.188128
17,095,000200,2985,+41.004938,-090.261375
17,095,000300,4134,+40.962752,-090.356308
17,095,000400,4873,+40.972731,-090.380724
17,095,000500,5462,+40.949466,-090.398180
17,095,000600,3497,+40.955725,-090.374111
17,095,000700,1901,+40.951686,-090.348284
17,095,000800,2391,+40.945713,-090.370247
17,095,000900,2047,+40.937577,-090.385964
17,095,001000,3657,+40.937968,-090.357640
17,095,001100,2245,+40.939289,-090.339877
17,095,001200,1612,+40.945409,-090.308076
17,095,001300,3722,+40.905644,-090.284490
17,095,001400,1717,+40.847065,-090.325826
17,095,001500,3682,+40.798551,-090.400922
17,095,001600,3031,+40.839675,-090.072336
17,097,860103,3376,+42.485624,-087.830771
17,097,860104,3452,+42.472930,-087.830014
17,097,860105,5191,+42.460424,-087.866193
17,097,860106,3491,+42.472224,-087.873350
17,097,860200,3492,+42.454346,-087.824670
17,097,860301,3440,+42.456313,-087.850076
17,097,860302,3032,+42.454934,-087.841021
17,097,860400,5865,+42.428109,-087.858843
17,097,860500,4724,+42.440899,-087.835363
17,097,860600,7663,+42.424063,-087.830953
17,097,860805,1648,+42.485904,-088.148265
17,097,860806,5148,+42.485338,-088.109161
17,097,860807,3469,+42.428401,-088.184486
17,097,860808,2639,+42.442388,-088.141515
17,097,860809,2930,+42.460207,-088.114548
17,097,860811,4429,+42.458884,-088.070960
17,097,860812,3816,+42.475665,-088.052860
17,097,860813,3300,+42.487393,-088.084018
17,097,860903,6270,+42.396300,-088.166890
17,097,860905,5608,+42.380340,-088.141354
17,097,860906,10453,+42.354421,-088.142146
17,097,860907,3845,+42.343857,-088.189157
17,097,860908,1875,+42.390312,-088.184346
17,097,861007,4180,+42.432664,-088.034308
17,097,861008,5271,+42.418849,-088.032737
17,097,861009,5131,+42.410183,-088.014146
17,097,861010,5930,+42.400779,-088.112818
17,097,861011,7864,+42.395575,-088.079337
17,097,861012,4861,+42.430140,-088.089824
17,097,861013,3052,+42.406729,-088.056110
17,097,861014,3663,+42.393844,-088.050151
17,097,861105,4330,+42.337658,-088.044004
17,097,861106,8127,+42.352831,-088.021894
17,097,861107,4047,+42.364100,-088.050450
17,097,861108,5948,+42.351258,-088.051880
17,097,861201,6730,+42.374855,-088.083210
17,097,861202,4031,+42.376791,-088.063185
17,097,861301,5080,+42.377242,-088.107441
17,097,861303,4778,+42.375298,-088.100183
17,097,861304,3368,+42.368472,-088.100491
17,097,861402,8778,+42.344462,-088.095660
17,097,861403,2556,+42.357678,-088.091587
17,097,861404,5947,+42.354513,-088.076614
17,097,861504,8472,+42.345486,-087.898943
17,097,861505,3543,+42.392477,-087.939184
17,097,861506,6109,+42.401576,-087.911960
17,097,861507,3076,+42.381283,-087.892489
17,097,861508,3437,+42.380283,-087.926423
17,097,861509,3295,+42.361069,-087.920272
17,097,861510,5071,+42.358976,-087.903092
17,097,861603,6106,+42.350790,-087.951456
17,097,861604,5636,+42.393151,-087.988813
17,097,861607,4569,+42.344461,-087.995901
17,097,861608,3652,+42.347902,-087.978200
17,097,861609,4716,+42.381247,-087.983837
17,097,861610,3755,+42.360015,-087.981078
17,097,861611,4471,+42.370001,-087.986607
17,097,861701,1804,+42.403302,-087.831459
17,097,861702,4289,+42.389251,-087.839375
17,097,861803,6683,+42.401931,-087.853131
17,097,861804,4090,+42.384237,-087.860685
17,097,861901,3747,+42.399072,-087.872200
17,097,861902,6376,+42.379870,-087.871880
17,097,862000,6070,+42.367962,-087.853230
17,097,862100,5383,+42.376439,-087.841291
17,097,862200,3969,+42.367416,-087.832918
17,097,862300,3146,+42.350237,-087.833496
17,097,862401,3619,+42.366075,-087.840252
17,097,862402,3026,+42.357669,-087.841366
17,097,862501,3942,+42.354644,-087.851471
17,097,862502,2281,+42.340724,-087.851109
17,097,862603,7062,+42.364421,-087.869475
17,097,862604,4694,+42.355193,-087.869575
17,097,862605,4097,+42.342508,-087.867755
17,097,862700,4238,+42.345948,-087.840650
17,097,862800,1963,+42.330665,-087.864067
17,097,862901,3692,+42.336481,-087.841172
17,097,862902,2782,+42.330898,-087.847821
17,097,863003,5857,+42.316526,-087.836805
17,097,863004,3613,+42.302674,-087.862204
17,097,863005,4523,+42.299840,-087.849675
17,097,863006,898,+42.300366,-087.853844
17,097,863100,2563,+42.322762,-087.849525
17,097,863201,3310,+42.320614,-087.864573
17,097,863202,5478,+42.285025,-087.865481
17,097,863300,2629,+42.278236,-087.838790
17,097,863400,4276,+42.251897,-087.832498
17,097,863500,4538,+42.256093,-087.859236
17,097,863601,3508,+42.316779,-087.940963
17,097,863603,3518,+42.299434,-087.978608
17,097,863604,2990,+42.288267,-087.968382
17,097,863701,4556,+42.293348,-087.943276
17,097,863702,4045,+42.295072,-087.900366
17,097,863801,5108,+42.269551,-087.943294
17,097,863902,6000,+42.247104,-087.964105
17,097,863903,4424,+42.276621,-087.964874
17,097,863904,5972,+42.261399,-087.964470
17,097,864001,6270,+42.266382,-087.989396
17,097,864002,6068,+42.254141,-087.997976
17,097,864105,6006,+42.280366,-088.032345
17,097,864106,4023,+42.279408,-088.012316
17,097,864107,4920,+42.257670,-088.029314
17,097,864108,5868,+42.259620,-088.010791
17,097,864109,6196,+42.282113,-088.097047
17,097,864110,6233,+42.315113,-088.072663
17,097,864203,4310,+42.289319,-088.189812
17,097,864204,4484,+42.259533,-088.169619
17,097,864206,3478,+42.254893,-088.134942
17,097,864207,7478,+42.301660,-088.142472
17,097,864208,3878,+42.270237,-088.130673
17,097,864303,4581,+42.218718,-088.179335
17,097,864305,4030,+42.223488,-088.141562
17,097,864306,2292,+42.202830,-088.145661
17,097,864307,1861,+42.178029,-088.176582
17,097,864308,4528,+42.165112,-088.134519
17,097,864402,8168,+42.217497,-088.038026
17,097,864403,5852,+42.173915,-088.037786
17,097,864407,6632,+42.226922,-088.088044
17,097,864408,6232,+42.204167,-088.099565
17,097,864409,4572,+42.190436,-088.084199
17,097,864410,5066,+42.186296,-088.065763
17,097,864411,4851,+42.172765,-088.106098
17,097,864412,4090,+42.168174,-088.078904
17,097,864510,4961,+42.231692,-087.978103
17,097,864511,6403,+42.222632,-087.988147
17,097,864512,4659,+42.208613,-087.973332
17,097,864513,6301,+42.226872,-087.962509
17,097,864514,2653,+42.203703,-087.944390
17,097,864515,3020,+42.171982,-087.992032
17,097,864516,4695,+42.163509,-087.975442
17,097,864517,2933,+42.190746,-087.969705
17,097,864518,5594,+42.175931,-087.969483
17,097,864519,5169,+42.164296,-087.958288
17,097,864520,5698,+42.169284,-087.948909
17,097,864521,2537,+42.190134,-087.936166
17,097,864522,4967,+42.190995,-087.902099
17,097,864523,4024,+42.160276,-087.928702
17,097,864524,3297,+42.167481,-087.915143
17,097,864601,3606,+42.219030,-087.870715
17,097,864602,3824,+42.225945,-087.841232
17,097,864700,2914,+42.186137,-087.835437
17,097,864801,5561,+42.181314,-087.863912
17,097,864802,3093,+42.168878,-087.874991
17,097,864901,4371,+42.175147,-087.843787
17,097,864903,4907,+42.160446,-087.857536
17,097,864904,2450,+42.160810,-087.838415
17,097,865000,1276,+42.234572,-087.825470
17,097,865200,5361,+42.205175,-087.813505
17,097,865300,3505,+42.207836,-087.826019
17,097,865400,4197,+42.187076,-087.810226
17,097,865501,2470,+42.204769,-087.803857
17,097,865502,2313,+42.185458,-087.793070
17,097,865600,3497,+42.164672,-087.776421
17,097,865700,5985,+42.167576,-087.791956
17,097,865801,3257,+42.166262,-087.813340
17,097,865802,2945,+42.161778,-087.821895
17,097,866000,6842,+42.441772,-087.909044
17,097,866100,3433,+42.381942,-087.853353
17,097,866200,6162,+42.227415,-087.907995
17,097,990000,0,+42.326742,-087.431849
17,099,961701,6351,+41.616833,-088.666079
17,099,961702,3120,+41.576433,-088.734403
17,099,961800,3685,+41.566476,-088.919913
17,099,961900,4285,+41.555458,-089.126567
17,099,962000,3539,+41.544904,-089.114837
17,099,962100,5100,+41.375654,-089.090551
17,099,962200,4880,+41.371111,-088.933894
17,099,962300,6936,+41.468444,-088.706593
17,099,962400,3836,+41.332945,-088.662144
17,099,962500,2288,+41.340337,-088.718063
17,099,962600,5727,+41.364121,-088.838762
17,099,962700,2169,+41.350351,-088.844272
17,099,962800,3355,+41.345407,-088.858387
17,099,962900,3056,+41.338506,-089.100746
17,099,963000,4734,+41.339543,-089.117663
17,099,963100,3226,+41.333299,-089.135317
17,099,963200,2967,+41.313455,-089.127201
17,099,963300,2410,+41.332300,-089.093117
17,099,963400,3856,+41.298063,-089.063755
17,099,963500,4954,+41.322934,-088.843194
17,099,963600,3310,+41.334719,-088.840868
17,099,963700,5459,+41.261338,-088.678392
17,099,963800,4114,+41.132541,-088.819317
17,099,963900,4919,+41.134085,-088.844368
17,099,964000,2416,+41.267623,-088.874093
17,099,964100,3612,+41.138982,-088.999637
17,099,964200,2288,+41.114337,-088.839804
17,099,964300,3066,+41.116668,-088.823773
17,101,880700,2644,+38.777387,-087.704312
17,101,880800,4948,+38.683683,-087.822828
17,101,880900,2711,+38.712350,-087.757427
17,101,881000,1823,+38.728994,-087.684964
17,101,881100,3154,+38.721302,-087.685614
17,103,000100,2762,+41.837871,-089.128381
17,103,000200,3227,+41.843556,-089.381522
17,103,000300,4072,+41.838528,-089.473522
17,103,000400,7503,+41.865632,-089.482701
17,103,000500,4709,+41.844285,-089.537887
17,103,000600,3425,+41.835744,-089.496049
17,103,000700,1809,+41.731693,-089.538117
17,103,000800,3399,+41.707605,-089.327210
17,103,000900,3239,+41.684778,-089.084091
17,105,960100,4012,+41.092217,-088.427275
17,105,960200,3305,+40.982838,-088.417805
17,105,960300,3117,+41.079286,-088.799154
17,105,960400,3099,+40.913644,-088.829584
17,105,960500,3187,+40.889697,-088.643140
17,105,960600,4098,+40.884411,-088.620469
17,105,960700,4755,+40.871359,-088.636166
17,105,960800,5554,+40.778240,-088.551324
17,105,960900,2287,+40.795818,-088.402539
17,105,961000,2401,+40.719763,-088.367695
17,107,952900,3532,+40.230799,-089.263227
17,107,953000,2365,+40.240546,-089.491294
17,107,953100,3103,+40.160751,-089.370866
17,107,953200,3692,+40.151991,-089.350054
17,107,953300,3335,+40.142671,-089.367146
17,107,953400,3783,+40.149874,-089.383510
17,107,953500,5069,+40.083705,-089.421380
17,107,953600,3108,+40.016366,-089.247479
17,109,010100,3454,+40.564458,-090.500966
17,109,010200,1806,+40.561577,-090.769008
17,109,010300,1973,+40.462888,-090.724152
17,109,010401,1031,+40.471441,-090.679292
17,109,010402,3565,+40.463981,-090.686779
17,109,010600,2143,+40.465595,-090.659489
17,109,010700,4017,+40.450088,-090.663233
17,109,010900,2324,+40.450929,-090.685625
17,109,011000,2182,+40.414849,-090.573578
17,109,011100,2700,+40.395940,-090.803546
17,109,980000,2043,+40.467778,-090.685486
17,111,870103,2517,+42.460577,-088.417575
17,111,870104,4848,+42.465572,-088.284466
17,111,870105,3504,+42.434988,-088.227584
17,111,870106,3091,+42.468173,-088.229967
17,111,870200,5959,+42.399690,-088.573562
17,111,870301,4545,+42.433740,-088.630864
17,111,870302,4550,+42.422818,-088.611171
17,111,870402,5884,+42.334192,-088.439175
17,111,870403,4404,+42.380990,-088.382071
17,111,870404,3896,+42.354914,-088.405323
17,111,870501,4351,+42.355648,-088.329383
17,111,870502,4637,+42.386346,-088.346681
17,111,870603,4357,+42.357748,-088.294146
17,111,870604,6113,+42.358874,-088.263645
17,111,870605,6322,+42.335594,-088.296299
17,111,870606,3945,+42.337349,-088.269299
17,111,870702,7588,+42.351909,-088.226702
17,111,870703,5350,+42.394578,-088.250410
17,111,870704,3605,+42.402518,-088.213264
17,111,870807,5178,+42.251249,-088.332074
17,111,870808,3682,+42.250328,-088.304074
17,111,870809,6801,+42.285430,-088.267958
17,111,870810,4406,+42.267093,-088.239719
17,111,870811,4493,+42.299481,-088.214555
17,111,870812,4715,+42.267506,-088.211999
17,111,870813,5115,+42.300342,-088.301520
17,111,870814,3954,+42.299114,-088.325615
17,111,870903,3600,+42.321685,-088.442817
17,111,870904,4812,+42.314335,-088.458911
17,111,870905,4683,+42.307023,-088.441772
17,111,870906,5510,+42.273066,-088.415608
17,111,870907,2967,+42.303031,-088.401315
17,111,871003,4352,+42.267225,-088.610945
17,111,871004,6072,+42.233268,-088.611617
17,111,871105,5227,+42.223843,-088.362025
17,111,871107,5369,+42.176220,-088.363274
17,111,871108,5556,+42.196029,-088.371255
17,111,871109,4888,+42.189287,-088.392172
17,111,871110,4360,+42.186234,-088.413633
17,111,871111,5352,+42.174090,-088.382964
17,111,871112,5344,+42.222509,-088.377416
17,111,871113,3988,+42.203175,-088.396982
17,111,871114,4999,+42.169010,-088.406267
17,111,871115,2994,+42.158811,-088.412524
17,111,871201,6779,+42.218148,-088.345952
17,111,871202,5827,+42.219861,-088.329539
17,111,871205,4596,+42.182129,-088.318603
17,111,871206,6648,+42.166182,-088.331616
17,111,871207,4772,+42.184399,-088.341264
17,111,871208,3820,+42.196226,-088.347020
17,111,871209,3482,+42.197734,-088.331541
17,111,871301,4831,+42.235753,-088.316780
17,111,871304,3417,+42.232239,-088.261982
17,111,871305,6502,+42.225919,-088.232780
17,111,871307,4646,+42.213426,-088.225687
17,111,871310,4323,+42.161035,-088.299252
17,111,871311,4786,+42.177554,-088.296396
17,111,871312,6393,+42.207036,-088.268857
17,111,871313,1793,+42.222219,-088.292904
17,111,871402,6099,+42.189964,-088.220535
17,111,871404,4389,+42.162526,-088.269892
17,111,871501,6302,+42.165650,-088.483024
17,111,871502,8411,+42.231214,-088.473408
17,111,871600,4530,+42.197603,-088.251335
17,113,000105,3931,+40.546575,-088.963954
17,113,000106,2568,+40.514358,-088.983440
17,113,000107,3931,+40.521568,-088.989474
17,113,000108,6024,+40.527590,-089.001590
17,113,000109,6001,+40.528251,-088.973037
17,113,000200,5446,+40.510383,-088.990688
17,113,000301,4221,+40.503501,-089.001572
17,113,000302,5585,+40.506706,-089.017669
17,113,000400,2789,+40.502637,-088.989090
17,113,000501,2523,+40.503745,-088.978084
17,113,000502,2413,+40.504639,-088.965428
17,113,000504,5046,+40.514751,-088.958540
17,113,000506,3752,+40.510675,-088.933032
17,113,000507,2779,+40.528637,-088.933131
17,113,001103,3249,+40.477786,-088.939841
17,113,001105,4744,+40.495572,-088.933743
17,113,001106,3142,+40.494882,-088.946700
17,113,001107,3824,+40.469730,-088.936966
17,113,001108,4656,+40.459959,-088.934269
17,113,001200,2395,+40.493418,-088.963910
17,113,001301,1809,+40.489604,-088.982453
17,113,001302,2077,+40.490004,-088.991014
17,113,001303,1526,+40.489241,-088.997852
17,113,001402,3786,+40.447955,-089.034273
17,113,001403,3981,+40.487801,-089.012872
17,113,001404,4349,+40.462960,-089.016666
17,113,001500,2268,+40.477911,-089.003888
17,113,001600,2425,+40.480078,-088.994384
17,113,001700,2179,+40.479355,-088.984310
17,113,001800,3085,+40.478686,-088.969038
17,113,002101,5052,+40.451792,-088.994615
17,113,002102,1542,+40.418694,-088.972863
17,113,005102,7385,+40.627552,-088.921609
17,113,005103,4985,+40.510938,-088.911010
17,113,005104,4600,+40.495054,-088.911551
17,113,005201,1197,+40.496288,-089.092171
17,113,005202,3113,+40.554318,-089.163257
17,113,005401,7291,+40.421187,-088.894822
17,113,005402,3708,+40.320877,-088.962448
17,113,005501,2353,+40.350351,-088.757336
17,113,005502,2420,+40.335131,-088.694866
17,113,005601,1782,+40.557831,-088.624181
17,113,005602,2037,+40.440222,-088.613938
17,113,005700,4981,+40.681619,-088.735282
17,113,005800,4210,+40.467820,-088.966568
17,113,005900,4100,+40.468516,-088.993320
17,113,006000,3694,+40.409757,-089.141461
17,115,000200,2327,+39.842342,-088.934233
17,115,000300,3523,+39.832872,-088.942735
17,115,000400,1175,+39.835543,-088.969065
17,115,000501,797,+39.837395,-088.958538
17,115,000502,2415,+39.841104,-088.967521
17,115,000600,1625,+39.851821,-088.966311
17,115,000900,1682,+39.857448,-088.937615
17,115,001000,1158,+39.860438,-088.915981
17,115,001100,3194,+39.847855,-088.907310
17,115,001200,2694,+39.834068,-088.930635
17,115,001300,2275,+39.811435,-088.945745
17,115,001400,2374,+39.813126,-088.958069
17,115,001500,3961,+39.837509,-088.994773
17,115,001600,2136,+39.840428,-088.978839
17,115,001700,2129,+39.852356,-088.989112
17,115,001801,2209,+39.862639,-088.995495
17,115,001802,2148,+39.862643,-088.981593
17,115,001900,2476,+39.861387,-088.967844
17,115,002001,1039,+39.871124,-088.961787
17,115,002002,2745,+39.861338,-088.957425
17,115,002100,1270,+39.867434,-088.932944
17,115,002200,5293,+39.906905,-088.869174
17,115,002300,2898,+39.815682,-088.851528
17,115,002401,2464,+39.834422,-088.888542
17,115,002402,5327,+39.812562,-088.899667
17,115,002500,7213,+39.778479,-088.869982
17,115,002601,3938,+39.803034,-088.957896
17,115,002602,1990,+39.723683,-088.991802
17,115,002700,2233,+39.728038,-089.096293
17,115,002800,4090,+39.881927,-089.084586
17,115,002901,4242,+39.926322,-088.967220
17,115,002902,4597,+39.899015,-088.964953
17,115,002904,5120,+39.883936,-088.970649
17,115,002905,1549,+39.896439,-088.930262
17,115,002906,2721,+39.886845,-088.936522
17,115,003000,3230,+40.014955,-088.899217
17,115,003100,1741,+39.850002,-088.950881
17,117,956000,3064,+39.504501,-089.769634
17,117,956100,3099,+39.451551,-089.792877
17,117,956200,2333,+39.436300,-090.004214
17,117,956300,3073,+39.307024,-089.825454
17,117,956400,5329,+39.280918,-089.880914
17,117,956500,2506,+39.231066,-090.031404
17,117,956600,4575,+39.061037,-090.106748
17,117,956700,4011,+39.047012,-089.974729
17,117,956800,2664,+39.065031,-089.854283
17,117,956900,3579,+39.127522,-089.815777
17,117,957000,3474,+39.088613,-089.785608
17,117,957100,2584,+39.067051,-089.726934
17,117,957200,4676,+39.012595,-089.788834
17,119,400101,2510,+38.717779,-090.129482
17,119,400102,5137,+38.707910,-090.134854
17,119,400200,3815,+38.711218,-090.155955
17,119,400600,2378,+38.682868,-090.153493
17,119,400700,1498,+38.676540,-090.167553
17,119,400801,1784,+38.727145,-090.113988
17,119,400802,5869,+38.714352,-090.113685
17,119,400903,5201,+38.699120,-090.073452
17,119,400904,3162,+38.736935,-090.112842
17,119,400951,5001,+38.728468,-090.098927
17,119,400952,3127,+38.730695,-090.079673
17,119,401000,2314,+38.848061,-090.080204
17,119,401101,2739,+38.867469,-090.097815
17,119,401102,3520,+38.866917,-090.086494
17,119,401200,1853,+38.856462,-090.084087
17,119,401300,4715,+38.880379,-090.105488
17,119,401400,3032,+38.895123,-090.129924
17,119,401500,2440,+38.891698,-090.138758
17,119,401701,2556,+38.918144,-090.094300
17,119,401721,5532,+38.913261,-090.053025
17,119,401722,2796,+38.905447,-090.039933
17,119,401800,5977,+38.886424,-090.076141
17,119,401901,1830,+38.862858,-090.052994
17,119,401905,4748,+38.787676,-090.073366
17,119,402000,4086,+38.909380,-090.144654
17,119,402100,3061,+38.908818,-090.172080
17,119,402200,3228,+38.913485,-090.191326
17,119,402300,1664,+38.901007,-090.195377
17,119,402400,1538,+38.893058,-090.178418
17,119,402500,1822,+38.895597,-090.170375
17,119,402600,2555,+38.894200,-090.152585
17,119,402701,7191,+38.952443,-090.175949
17,119,402721,7722,+38.944301,-090.216137
17,119,402722,2828,+38.926625,-090.230227
17,119,402801,3587,+38.953366,-090.131478
17,119,402803,3371,+38.866922,-089.996928
17,119,402804,2540,+38.954707,-090.036433
17,119,402805,5592,+38.919369,-089.967649
17,119,402900,5283,+38.814843,-089.961608
17,119,403001,5216,+38.797947,-089.963390
17,119,403002,7212,+38.795821,-089.941362
17,119,403101,6944,+38.793315,-090.000719
17,119,403121,9528,+38.762732,-089.979456
17,119,403122,6486,+38.766664,-089.942778
17,119,403200,4466,+38.681676,-089.976032
17,119,403300,2800,+38.669707,-089.987700
17,119,403401,3846,+38.685722,-089.993319
17,119,403403,2807,+38.674487,-090.006485
17,119,403404,3093,+38.662145,-090.000497
17,119,403502,5870,+38.690578,-089.962482
17,119,403531,8319,+38.731143,-089.878493
17,119,403532,5611,+38.700141,-089.883944
17,119,403533,10554,+38.727877,-089.952103
17,119,403534,3965,+38.719109,-089.998952
17,119,403601,3646,+38.759573,-089.682387
17,119,403603,1866,+38.744752,-089.657344
17,119,403604,6247,+38.734407,-089.670703
17,119,403701,6759,+38.782030,-089.850500
17,119,403702,6271,+38.735296,-089.700072
17,119,403801,5198,+38.909311,-089.868501
17,119,403802,4431,+38.919985,-089.733639
17,119,404000,2289,+38.701016,-090.146232
17,119,404100,2833,+38.779487,-090.107483
17,121,951600,3371,+38.714801,-088.841456
17,121,951700,2478,+38.737905,-089.035169
17,121,951800,2288,+38.596801,-089.118761
